anio:mes:mes-anio:provincia:rubro A12:Facturacion
2019:1:Jan-19:BUENOS AIRES:Anteojos:30878823
2019:1:Jan-19:BUENOS AIRES:Artículos de Librería:4657723
2019:1:Jan-19:BUENOS AIRES:Balnearios:5839079
2019:1:Jan-19:BUENOS AIRES:Bicicletas:20645150
2019:1:Jan-19:BUENOS AIRES:Calzado y Marroquinería:229075801
2019:1:Jan-19:BUENOS AIRES:Colchones:53323671
2019:1:Jan-19:BUENOS AIRES:Electrodomésticos:439238382
2019:1:Jan-19:BUENOS AIRES:Indumentaria:1160938790
2019:1:Jan-19:BUENOS AIRES:Instrumentos musicales:2273994
2019:1:Jan-19:BUENOS AIRES:Juguetes y Juegos de mesa:68559650
2019:1:Jan-19:BUENOS AIRES:Libros:7189394
2019:1:Jan-19:BUENOS AIRES:Materiales para la construcción:374184123
2019:1:Jan-19:BUENOS AIRES:Motocicletas:927871
2019:1:Jan-19:BUENOS AIRES:Motos y Bicicletas:150439725
2019:1:Jan-19:BUENOS AIRES:Muebles:159902472
2019:1:Jan-19:BUENOS AIRES:Sin clasificar:1262970
2019:1:Jan-19:BUENOS AIRES:Teléfonos Celulares 4G:71962949
2019:1:Jan-19:BUENOS AIRES:Turismo:20546932
2019:1:Jan-19:CATAMARCA:Anteojos:492134
2019:1:Jan-19:CATAMARCA:Artículos de Librería:24048
2019:1:Jan-19:CATAMARCA:Bicicletas:479265
2019:1:Jan-19:CATAMARCA:Calzado y Marroquinería:1797509
2019:1:Jan-19:CATAMARCA:Colchones:481573
2019:1:Jan-19:CATAMARCA:Electrodomésticos:4421861
2019:1:Jan-19:CATAMARCA:Indumentaria:3497681
2019:1:Jan-19:CATAMARCA:Instrumentos musicales:23580
2019:1:Jan-19:CATAMARCA:Juguetes y Juegos de mesa:298425
2019:1:Jan-19:CATAMARCA:Materiales para la construcción:2639369
2019:1:Jan-19:CATAMARCA:Motos y Bicicletas:1573694
2019:1:Jan-19:CATAMARCA:Muebles:767757
2019:1:Jan-19:CATAMARCA:Teléfonos Celulares 4G:276784
2019:1:Jan-19:CATAMARCA:Turismo:9733
2019:1:Jan-19:CHACO:Anteojos:1223226
2019:1:Jan-19:CHACO:Artículos de Librería:92576
2019:1:Jan-19:CHACO:Balnearios:259903
2019:1:Jan-19:CHACO:Bicicletas:246554
2019:1:Jan-19:CHACO:Calzado y Marroquinería:4163444
2019:1:Jan-19:CHACO:Colchones:986256
2019:1:Jan-19:CHACO:Electrodomésticos:33001924
2019:1:Jan-19:CHACO:Indumentaria:19996510
2019:1:Jan-19:CHACO:Instrumentos musicales:24207
2019:1:Jan-19:CHACO:Juguetes y Juegos de mesa:642461
2019:1:Jan-19:CHACO:Libros:25979
2019:1:Jan-19:CHACO:Materiales para la construcción:6168425
2019:1:Jan-19:CHACO:Motos y Bicicletas:5700871
2019:1:Jan-19:CHACO:Muebles:3992268
2019:1:Jan-19:CHACO:Teléfonos Celulares 4G:3534603
2019:1:Jan-19:CHACO:Turismo:944196
2019:1:Jan-19:CHUBUT:Anteojos:782733
2019:1:Jan-19:CHUBUT:Artículos de Librería:130721
2019:1:Jan-19:CHUBUT:Balnearios:216425
2019:1:Jan-19:CHUBUT:Bicicletas:223218
2019:1:Jan-19:CHUBUT:Calzado y Marroquinería:7876971
2019:1:Jan-19:CHUBUT:Colchones:444559
2019:1:Jan-19:CHUBUT:Electrodomésticos:6615134
2019:1:Jan-19:CHUBUT:Indumentaria:27510907
2019:1:Jan-19:CHUBUT:Juguetes y Juegos de mesa:1593638
2019:1:Jan-19:CHUBUT:Libros:4220
2019:1:Jan-19:CHUBUT:Materiales para la construcción:21992043
2019:1:Jan-19:CHUBUT:Motocicletas:59682
2019:1:Jan-19:CHUBUT:Motos y Bicicletas:8322637
2019:1:Jan-19:CHUBUT:Muebles:8668197
